,Unnamed: 0,course_title,course_organization,course_Certificate_type,course_rating,course_difficulty,course_students_enrolled,Simplified_Title,course_title_l,keywords
656,291,Positive Psychology,The University of North Carolina at Chapel Hill,COURSE,4.7,Mixed,180k,positive psychology,positive psychology,"['positive psychology', 'psychology', 'positive']"
657,606,Positive Psychology: Applications and Interventions,University of Pennsylvania,COURSE,4.8,Beginner,23k,positive psychology applications interventions,positive psychology: applications and interventions,"['positive psychology applications', 'positive psychology', 'psychology applications interventions', 'psychology applications', 'psychology', 'interventions', 'applications interventions', 'positive', 'applications']"
658,240,Positive Psychology: Martin E. P. Seligman’s Visionary Science,University of Pennsylvania,COURSE,4.8,Beginner,50k,positive psychology martin e p seligmans visionary science,positive psychology: martin e. p. seligman’s visionary science,"['psychology martin seligman', 'positive psychology', 'positive psychology martin', 'seligman visionary science', 'martin seligman visionary', 'seligman visionary', 'martin seligman', 'seligman', 'psychology martin', 'psychology']"
659,646,Positive Psychology: Resilience Skills,University of Pennsylvania,COURSE,4.6,Beginner,40k,positive psychology resilience skills,positive psychology: resilience skills,"['psychology resilience skills', 'positive psychology resilience', 'resilience skills', 'psychology resilience', 'positive psychology', 'resilience', 'psychology', 'skills', 'positive']"
660,348,Power Electronics,University of Colorado Boulder,SPECIALIZATION,4.8,Intermediate,67k,power electronics,power electronics,"['power electronics', 'electronics', 'power']"
661,320,Practical Data Science with MATLAB,MathWorks,SPECIALIZATION,4.7,Beginner,10k,practical data science matlab,practical data science with matlab,"['data science matlab', 'science matlab', 'practical data science', 'matlab', 'data science', 'practical data', 'data', 'science', 'practical']"
662,692,Practical Time Series Analysis,The State University of New York,COURSE,4.6,Intermediate,39k,practical time series analysis,practical time series analysis,"['practical time series', 'time series analysis', 'time series', 'series analysis', 'practical time', 'analysis', 'series', 'time', 'practical']"
663,808,Preparing for the Google Cloud Associate Cloud Engineer Exam,Google Cloud,COURSE,4.7,Beginner,22k,preparing google cloud associate cloud engineer exam,preparing for the google cloud associate cloud engineer exam,"['cloud engineer exam', 'associate cloud engineer', 'preparing google cloud', 'engineer exam', 'cloud engineer', 'google cloud associate', 'preparing google', 'google cloud', 'cloud associate', 'exam']"
664,389,Preparing to Manage Human Resources,University of Minnesota,COURSE,4.8,Mixed,68k,preparing manage human resources,preparing to manage human resources,"['manage human resources', 'preparing manage human', 'human resources', 'manage human', 'preparing manage', 'manage', 'resources', 'preparing', 'human']"
665,299,"Presentation Skills: Speechwriting, Slides and Delivery",E-Learning Development Fund,SPECIALIZATION,4.6,Beginner,47k,presentation skills speechwriting slides delivery,"presentation skills: speechwriting, slides and delivery","['presentation skills speechwriting', 'skills speechwriting slides', 'presentation skills', 'speechwriting slides delivery', 'speechwriting slides', 'skills speechwriting', 'speechwriting', 'presentation', 'slides delivery', 'slides']"
666,215,Pricing Strategy Optimization,BCG,SPECIALIZATION,4.8,Beginner,20k,pricing strategy optimization,pricing strategy optimization,"['pricing strategy optimization', 'pricing strategy', 'strategy optimization', 'pricing', 'optimization', 'strategy']"
667,57,Primeros Auxilios Psicológicos (PAP),Universitat Autònoma de Barcelona,COURSE,4.8,Mixed,280k,primeros auxilios psicolgicos pap,primeros auxilios psicológicos (pap),"['auxilios psicológicos pap', 'primeros auxilios psicológicos', 'psicológicos pap', 'auxilios psicológicos', 'psicológicos', 'primeros auxilios', 'pap', 'primeros', 'auxilios']"
668,114,Private Equity and Venture Capital,Università Bocconi,COURSE,4.8,Mixed,79k,private equity venture capital,private equity and venture capital,"['equity venture capital', 'private equity venture', 'venture capital', 'private equity', 'equity venture', 'equity', 'venture', 'capital', 'private']"
669,683,Probabilistic Graphical Models 1: Representation,Stanford University,COURSE,4.7,Advanced,68k,probabilistic graphical models 1 representation,probabilistic graphical models 1: representation,"['probabilistic graphical models', 'probabilistic graphical', 'graphical models', 'graphical models representation', 'models representation', 'probabilistic', 'models', 'representation', 'graphical']"
670,715,Probability and Statistics: To p or not to p?,University of London,COURSE,4.6,Beginner,36k,probability statistics p p,probability and statistics: to p or not to p?,"['probability statistics', 'probability', 'statistics']"
671,626,Process Mining: Data science in Action,Eindhoven University of Technology,COURSE,4.8,Intermediate,39k,process mining data science action,process mining: data science in action,"['process mining data', 'process mining', 'mining data science', 'mining data', 'data science action', 'process', 'data science', 'mining', 'science action', 'data']"
672,364,"Programming Foundations with JavaScript, HTML and CSS",Duke University,COURSE,4.6,Beginner,250k,programming foundations javascript html css,"programming foundations with javascript, html and css","['programming foundations javascript', 'foundations javascript html', 'foundations javascript', 'javascript html', 'javascript html css', 'programming foundations', 'html', 'javascript', 'html css', 'css']"
673,732,Programming Fundamentals,Duke University,COURSE,4.7,Beginner,19k,programming fundamentals,programming fundamentals,"['programming fundamentals', 'programming', 'fundamentals']"
674,47,Programming for Everybody (Getting Started with Python),University of Michigan,COURSE,4.8,Mixed,1.3m,programming everybody getting started python,programming for everybody (getting started with python),"['getting started python', 'started python', 'python', 'programming everybody', 'programming', 'programming everybody getting', 'getting started', 'everybody getting started', 'everybody', 'everybody getting']"
675,208,Programming with Google Go,"University of California, Irvine",SPECIALIZATION,4.6,Intermediate,18k,programming google,programming with google go,"['programming google', 'programming', 'google']"
676,731,Project Execution,"University of California, Irvine",COURSE,4.2,Beginner,70k,project execution,project execution,"['project execution', 'project', 'execution']"
677,284,Project Launch,"University of California, Irvine",COURSE,4.7,Beginner,190k,project launch,project launch,"['project launch', 'launch', 'project']"
678,31,Project Management & Other Tools for Career Development,"University of California, Irvine",SPECIALIZATION,4.6,Beginner,440k,project management  tools career development,project management & other tools for career development,"['project management tools', 'tools career development', 'management tools career', 'project management', 'career development', 'management tools', 'tools career', 'project', 'management', 'career']"
679,30,Project Management Principles and Practices,"University of California, Irvine",SPECIALIZATION,4.7,Beginner,230k,project management principles practices,project management principles and practices,"['project management principles', 'project management', 'management principles practices', 'management principles', 'principles practices', 'project', 'management', 'principles', 'practices']"
680,37,Psychological First Aid,Johns Hopkins University,COURSE,4.8,Mixed,190k,psychological aid,psychological first aid,"['psychological aid', 'psychological', 'aid']"
681,424,Public Policy Challenges of the 21st Century,University of Virginia,COURSE,4.6,Beginner,52k,public policy challenges 21st century,public policy challenges of the 21st century,"['public policy challenges', 'policy challenges 21st', 'policy challenges', 'public policy', 'challenges 21st century', '21st century', 'challenges 21st', 'policy', 'century', 'challenges']"
682,279,Python Basics,University of Michigan,COURSE,4.8,Beginner,110k,python basics,python basics,"['python basics', 'python', 'basics']"
683,869,Python Classes and Inheritance,University of Michigan,COURSE,4.7,Intermediate,21k,python classes inheritance,python classes and inheritance,"['python classes inheritance', 'python classes', 'classes inheritance', 'inheritance', 'python', 'classes']"
684,111,Python Data Structures,University of Michigan,COURSE,4.9,Mixed,420k,python data structures,python data structures,"['python data structures', 'python data', 'data structures', 'python', 'structures', 'data']"
685,555,"Python Functions, Files, and Dictionaries",University of Michigan,COURSE,4.8,Beginner,26k,python functions files dictionaries,"python functions, files, and dictionaries","['functions files dictionaries', 'python functions files', 'files dictionaries', 'python functions', 'functions files', 'dictionaries', 'functions', 'python', 'files']"
686,374,Python and Statistics for Financial Analysis,The Hong Kong University of Science and Technology,COURSE,4.4,Intermediate,41k,python statistics financial analysis,python and statistics for financial analysis,"['python statistics financial', 'statistics financial analysis', 'python statistics', 'statistics financial', 'financial analysis', 'statistics', 'python', 'financial', 'analysis']"
687,152,Python for Data Science and AI,IBM,COURSE,4.6,Beginner,170k,python data science ai,python for data science and ai,"['python data science', 'data science ai', 'science ai', 'python data', 'python', 'data science', 'ai', 'data', 'science']"
688,3,Python for Everybody,University of Michigan,SPECIALIZATION,4.8,Beginner,1.5m,python everybody,python for everybody,"['python everybody', 'python', 'everybody']"
689,823,Quantitative Methods,University of Amsterdam,COURSE,4.7,Mixed,69k,quantitative methods,quantitative methods,"['quantitative methods', 'quantitative', 'methods']"
690,827,Queering Identities: LGBTQ+ Sexuality and Gender Identity,University of Colorado System,COURSE,4.9,Beginner,3k,queering identities lgbtq sexuality gender identity,queering identities: lgbtq+ sexuality and gender identity,"['queering identities lgbtq', 'identities lgbtq sexuality', 'identities lgbtq', 'queering identities', 'sexuality gender identity', 'lgbtq sexuality gender', 'lgbtq sexuality', 'gender identity', 'sexuality gender', 'lgbtq']"
691,317,R Programming,Johns Hopkins University,COURSE,4.6,Intermediate,480k,r programming,r programming,['programming']
692,771,"Ready, Set, Future! Introduction to Futures Thinking",Institute for the Future,COURSE,4.8,Beginner,7.7k,ready set future introduction futures thinking,"ready, set, future! introduction to futures thinking","['introduction futures thinking', 'futures thinking', 'future introduction futures', 'introduction futures', 'set future', 'ready set future', 'futures', 'set future introduction', 'future introduction', 'future']"
693,553,Recommender Systems,University of Minnesota,SPECIALIZATION,4.3,Intermediate,29k,recommender systems,recommender systems,"['recommender systems', 'recommender', 'systems']"
694,658,"Recruiting, Hiring, and Onboarding Employees",University of Minnesota,COURSE,4.7,Mixed,35k,recruiting hiring onboarding employees,"recruiting, hiring, and onboarding employees","['recruiting hiring onboarding', 'hiring onboarding employees', 'hiring onboarding', 'onboarding employees', 'recruiting hiring', 'onboarding', 'hiring', 'recruiting', 'employees']"
695,82,Reinforcement Learning,University of Alberta,SPECIALIZATION,4.7,Intermediate,23k,reinforcement learning,reinforcement learning,"['reinforcement learning', 'learning', 'reinforcement']"
696,532,Renewable Energy and Green Building Entrepreneurship,Duke University,COURSE,4.7,Beginner,24k,renewable energy green building entrepreneurship,renewable energy and green building entrepreneurship,"['green building entrepreneurship', 'energy green building', 'green building', 'building entrepreneurship', 'renewable energy green', 'renewable energy', 'energy green', 'entrepreneurship', 'building', 'renewable']"
697,634,Reporting extra-financier et stratégie RSE,ESSEC Business School,COURSE,4.7,Beginner,5.2k,reporting extrafinancier et stratgie rse,reporting extra-financier et stratégie rse,"['reporting extra financier', 'extra financier et', 'financier et', 'extra financier', 'financier et stratégie', 'reporting extra', 'financier', 'et stratégie rse', 'stratégie rse', 'rse']"
698,868,Requirements Engineering: Secure Software  Specifications,University of Colorado System,SPECIALIZATION,4.6,Beginner,7.2k,requirements engineering secure software specifications,requirements engineering: secure software  specifications,"['secure software specifications', 'requirements engineering secure', 'engineering secure software', 'requirements engineering', 'software specifications', 'engineering secure', 'secure software', 'requirements', 'specifications', 'secure']"
699,876,Research Data Management and Sharing,The University of Edinburgh,COURSE,4.6,Mixed,16k,research data management sharing,research data management and sharing,"['research data management', 'data management sharing', 'research data', 'data management', 'data', 'management sharing', 'research', 'sharing', 'management']"
700,622,"Resilience in Children Exposed to Trauma, Disaster and War: Global Perspectives",University of Minnesota,COURSE,4.8,Mixed,15k,resilience children exposed trauma disaster war global perspectives,"resilience in children exposed to trauma, disaster and war: global perspectives","['resilience children exposed', 'resilience children', 'children exposed trauma', 'trauma disaster war', 'resilience', 'trauma disaster', 'trauma', 'exposed trauma', 'exposed trauma disaster', 'children exposed']"
701,289,Responsive Website Development and Design,"Goldsmiths, University of London",SPECIALIZATION,4.5,Beginner,170k,responsive website development design,responsive website development and design,"['responsive website development', 'responsive website', 'website development design', 'responsive', 'website development', 'development design', 'design', 'development', 'website']"
702,414,Rethinking International Tax Law,Universiteit Leiden,COURSE,4.9,Mixed,36k,rethinking international tax law,rethinking international tax law,"['rethinking international tax', 'international tax law', 'international tax', 'tax law', 'rethinking international', 'tax', 'international', 'law', 'rethinking']"
703,386,Revisão Sistemática e Meta-análise,Universidade Estadual de Campinas,COURSE,4.9,Intermediate,17k,reviso sistemtica e metaanlise,revisão sistemática e meta-análise,"['sistemática meta análise', 'revisão sistemática meta', 'revisão sistemática', 'meta análise', 'sistemática meta', 'sistemática', 'análise', 'revisão', 'meta']"
704,315,Robotics,University of Pennsylvania,SPECIALIZATION,4.4,Beginner,120k,robotics,robotics,['robotics']
705,632,Roman Architecture,Yale University,COURSE,4.9,Beginner,30k,roman architecture,roman architecture,"['roman architecture', 'architecture', 'roman']"
706,833,Russian Alphabet,Saint Petersburg State University,COURSE,4.7,Beginner,3.2k,russian alphabet,russian alphabet,"['russian alphabet', 'russian', 'alphabet']"
707,180,Russian for beginners А1. Русский язык: A1,Saint Petersburg State University,SPECIALIZATION,4.7,Beginner,7k,russian beginners 1   a1,russian for beginners а1. русский язык: a1,"['russian beginners а1', 'beginners а1 русский', 'russian beginners', 'русский язык a1', 'а1 русский язык', 'а1 русский', 'русский язык', 'язык a1', 'beginners а1', 'русский']"
708,331,Réussir le Changement,ESSEC Business School,COURSE,4.5,Mixed,33k,russir le changement,réussir le changement,"['réussir le changement', 'le changement', 'changement', 'réussir le', 'réussir', 'le']"
709,160,SAS Programmer,SAS,PROFESSIONAL CERTIFICATE,4.8,Beginner,370k,sas programmer,sas programmer,"['sas programmer', 'sas', 'programmer']"
710,393,SAS Visual Business Analytics,SAS,PROFESSIONAL CERTIFICATE,4.6,Beginner,2.6k,sas visual business analytics,sas visual business analytics,"['sas visual business', 'visual business analytics', 'sas visual', 'business analytics', 'sas', 'analytics', 'visual business', 'business', 'visual']"
711,332,SQL for Data Science,"University of California, Davis",COURSE,4.6,Beginner,160k,sql data science,sql for data science,"['sql data science', 'sql', 'sql data', 'data science', 'data', 'science']"
712,601,Sales Operations/Management,West Virginia University,SPECIALIZATION,4.4,Beginner,5.6k,sales operationsmanagement,sales operations/management,"['sales operations management', 'sales operations', 'operations management', 'sales', 'management', 'operations']"
713,781,Sales Training for High Performing Teams,HubSpot Academy,SPECIALIZATION,4.7,Beginner,16k,sales training high performing teams,sales training for high performing teams,"['sales training', 'sales training high', 'training high performing', 'high performing teams', 'performing teams', 'sales', 'training', 'training high', 'high performing', 'teams']"
714,763,Sample-based Learning Methods,University of Alberta,COURSE,4.8,Intermediate,6.8k,samplebased learning methods,sample-based learning methods,"['sample based learning', 'based learning methods', 'based learning', 'learning methods', 'sample based', 'learning', 'sample', 'methods', 'based']"
715,860,Scaling Operations: Linking Strategy and Execution,Northwestern University,COURSE,4.5,Mixed,12k,scaling operations linking strategy execution,scaling operations: linking strategy and execution,"['scaling operations', 'scaling operations linking', 'operations linking strategy', 'scaling', 'strategy execution', 'linking strategy execution', 'operations', 'operations linking', 'strategy', 'linking strategy']"
716,368,School Health for Children and Adolescents,University of Colorado System,SPECIALIZATION,4.8,Beginner,9.1k,school health children adolescents,school health for children and adolescents,"['school health children', 'school health', 'health children adolescents', 'health children', 'school', 'health', 'children adolescents', 'adolescents', 'children']"
717,121,Science of Exercise,University of Colorado Boulder,COURSE,4.8,Beginner,140k,science exercise,science of exercise,"['exercise', 'science', 'science exercise']"
718,629,Search Engine Optimization Fundamentals,"University of California, Davis",COURSE,4.7,Mixed,47k,search engine optimization fundamentals,search engine optimization fundamentals,"['search engine optimization', 'search engine', 'engine optimization fundamentals', 'optimization fundamentals', 'engine optimization', 'optimization', 'search', 'fundamentals', 'engine']"
719,836,Secure Coding Practices,"University of California, Davis",SPECIALIZATION,4.4,Intermediate,6.4k,secure coding practices,secure coding practices,"['secure coding practices', 'secure coding', 'coding practices', 'secure', 'coding', 'practices']"
720,712,Security & Safety Challenges in a Globalized World,Universiteit Leiden,COURSE,4.7,Beginner,14k,security  safety challenges globalized world,security & safety challenges in a globalized world,"['safety challenges globalized', 'security safety challenges', 'security safety', 'challenges globalized world', 'security', 'safety challenges', 'challenges globalized', 'safety', 'globalized world', 'globalized']"
721,19,Security in Google Cloud Platform,Google Cloud,SPECIALIZATION,4.7,Intermediate,300k,security google cloud platform,security in google cloud platform,"['security google cloud', 'google cloud platform', 'google cloud', 'security google', 'cloud platform', 'security', 'cloud', 'google', 'platform']"
722,154,Self-Driving Cars,University of Toronto,SPECIALIZATION,4.7,Advanced,39k,selfdriving cars,self-driving cars,"['self driving cars', 'self driving', 'driving cars', 'driving', 'cars', 'self']"
723,285,Sequence Models,deeplearning.ai,COURSE,4.8,Intermediate,14k,sequence models,sequence models,"['sequence models', 'sequence', 'models']"
724,772,Sexualidad...mucho más que sexo,Universidad de los Andes,COURSE,4.8,Beginner,110k,sexualidadmucho ms que sexo,sexualidad...mucho más que sexo,"['sexualidad mucho más', 'sexualidad mucho', 'sexualidad', 'más que sexo', 'que sexo', 'sexo', 'más que', 'mucho más que', 'mucho más', 'que']"
725,695,Sharpened Visions: A Poetry Workshop,California Institute of the Arts,COURSE,4.7,Beginner,61k,sharpened visions poetry workshop,sharpened visions: a poetry workshop,"['visions poetry workshop', 'poetry workshop', 'sharpened visions poetry', 'visions poetry', 'poetry', 'sharpened visions', 'visions', 'workshop', 'sharpened']"
726,304,Site Reliability Engineering: Measuring and Managing Reliability,Google Cloud,COURSE,4.5,Advanced,16k,site reliability engineering measuring managing reliability,site reliability engineering: measuring and managing reliability,"['site reliability engineering', 'site reliability', 'reliability engineering', 'reliability engineering measuring', 'measuring managing reliability', 'managing reliability', 'reliability', 'engineering measuring managing', 'measuring managing', 'engineering measuring']"
727,167,Six Sigma Green Belt,University System of Georgia,SPECIALIZATION,4.7,Intermediate,18k,sigma green belt,six sigma green belt,"['sigma green belt', 'sigma green', 'sigma', 'green belt', 'belt', 'green']"
728,792,Six Sigma and the Organization (Advanced),University System of Georgia,COURSE,4.7,Intermediate,15k,sigma organization advanced,six sigma and the organization (advanced),"['sigma organization advanced', 'sigma organization', 'organization advanced', 'organization', 'sigma', 'advanced']"
729,814,"Sleep: Neurobiology, Medicine, and Society",University of Michigan,COURSE,4.8,Beginner,20k,sleep neurobiology medicine society,"sleep: neurobiology, medicine, and society","['sleep neurobiology', 'sleep neurobiology medicine', 'sleep', 'neurobiology medicine', 'neurobiology medicine society', 'neurobiology', 'medicine', 'medicine society', 'society']"
730,660,Smart Cities – Management of Smart Urban Infrastructures,École Polytechnique Fédérale de Lausanne,COURSE,4.6,Beginner,22k,smart cities  management smart urban infrastructures,smart cities – management of smart urban infrastructures,"['smart cities management', 'smart urban infrastructures', 'management smart urban', 'cities management smart', 'smart cities', 'cities management', 'urban infrastructures', 'smart urban', 'management smart', 'infrastructures']"
731,817,Social Entrepreneurship,Copenhagen Business School,SPECIALIZATION,4.6,Beginner,13k,social entrepreneurship,social entrepreneurship,"['social entrepreneurship', 'entrepreneurship', 'social']"
732,49,Social Media Marketing,Northwestern University,SPECIALIZATION,4.6,Beginner,130k,social media marketing,social media marketing,"['social media marketing', 'media marketing', 'marketing', 'social media', 'social', 'media']"
733,440,"Social Norms, Social Change I",University of Pennsylvania,COURSE,4.6,Beginner,78k,social norms social change,"social norms, social change i","['norms social change', 'norms social', 'social norms social', 'social norms', 'social change', 'norms', 'social', 'change']"
734,574,Social Policy for Social Services & Health Practitioners,Columbia University,SPECIALIZATION,4.8,Beginner,4.2k,social policy social services  health practitioners,social policy for social services & health practitioners,"['policy social services', 'social services health', 'social policy', 'social policy social', 'policy social', 'services health practitioners', 'social services', 'services health', 'health practitioners', 'policy']"
735,83,Social Psychology,Wesleyan University,COURSE,4.7,Beginner,220k,social psychology,social psychology,"['social psychology', 'psychology', 'social']"
736,506,Social and Economic Networks:  Models and Analysis,Stanford University,COURSE,4.8,Advanced,42k,social economic networks models analysis,social and economic networks:  models and analysis,"['economic networks models', 'social economic networks', 'economic networks', 'networks models analysis', 'networks models', 'social economic', 'networks', 'social', 'economic', 'models analysis']"
737,186,Software Design and Architecture,University of Alberta,SPECIALIZATION,4.6,Beginner,60k,software design architecture,software design and architecture,"['software design architecture', 'design architecture', 'software design', 'architecture', 'design', 'software']"
738,402,Software Development Lifecycle,University of Minnesota,SPECIALIZATION,4.6,Intermediate,34k,software development lifecycle,software development lifecycle,"['software development lifecycle', 'development lifecycle', 'software development', 'development', 'lifecycle', 'software']"
739,859,Software Processes and Agile Practices,University of Alberta,COURSE,4.7,Mixed,60k,software processes agile practices,software processes and agile practices,"['software processes agile', 'processes agile practices', 'processes agile', 'agile practices', 'software processes', 'agile', 'processes', 'practices', 'software']"
740,64,Software Product Management,University of Alberta,SPECIALIZATION,4.6,Beginner,110k,software product management,software product management,"['software product management', 'product management', 'software product', 'software', 'management', 'product']"
741,515,Solar Energy Basics,The State University of New York,COURSE,4.8,Beginner,17k,solar energy basics,solar energy basics,"['solar energy basics', 'solar energy', 'energy basics', 'solar', 'basics', 'energy']"
742,600,Songwriting: Writing the Lyrics,Berklee College of Music,COURSE,4.8,Beginner,68k,songwriting writing lyrics,songwriting: writing the lyrics,"['songwriting writing lyrics', 'writing lyrics', 'songwriting writing', 'songwriting', 'writing', 'lyrics']"
743,363,Soporte de Tecnologías de la Información de Google,Crece con Google,PROFESSIONAL CERTIFICATE,4.9,Beginner,8.8k,soporte de tecnologas de la informacin de google,soporte de tecnologías de la información de google,"['la información google', 'información google', 'tecnologías la información', 'google', 'la información', 'soporte tecnologías la', 'información', 'soporte tecnologías', 'tecnologías la', 'tecnologías']"
744,754,Spacecraft Dynamics and Control,University of Colorado Boulder,SPECIALIZATION,4.8,Advanced,12k,spacecraft dynamics control,spacecraft dynamics and control,"['spacecraft dynamics control', 'spacecraft dynamics', 'dynamics control', 'spacecraft', 'dynamics', 'control']"
745,504,Spanish Vocabulary: Meeting People,"University of California, Davis",COURSE,4.6,Beginner,71k,spanish vocabulary meeting people,spanish vocabulary: meeting people,"['vocabulary meeting people', 'spanish vocabulary meeting', 'spanish vocabulary', 'meeting people', 'vocabulary meeting', 'vocabulary', 'spanish', 'meeting', 'people']"
746,334,"Speak English Professionally: In Person, Online & On the Phone",Georgia Institute of Technology,COURSE,4.6,Mixed,430k,speak english professionally person online  phone,"speak english professionally: in person, online & on the phone","['speak english professionally', 'english professionally', 'english professionally person', 'speak english', 'professionally person online', 'professionally person', 'speak', 'english', 'professionally', 'person online phone']"
747,200,Sports Marketing,Northwestern University,COURSE,4.7,Intermediate,12k,sports marketing,sports marketing,"['sports marketing', 'sports', 'marketing']"
748,580,Sports and Society,Duke University,COURSE,4.8,Mixed,16k,sports society,sports and society,"['sports society', 'sports', 'society']"
749,68,Stanford Introduction to Food and Health,Stanford University,COURSE,4.7,Beginner,370k,stanford introduction food health,stanford introduction to food and health,"['introduction food health', 'stanford introduction food', 'food health', 'introduction food', 'food', 'stanford introduction', 'health', 'introduction', 'stanford']"
750,680,Stanford's Short Course on Breastfeeding,Stanford University,COURSE,4.7,Beginner,17k,stanfords short course breastfeeding,stanford's short course on breastfeeding,"['short course breastfeeding', 'breastfeeding', 'course breastfeeding', 'stanford short course', 'short course', 'stanford', 'stanford short', 'course', 'short']"
751,170,Statistical Analysis with R for Public Health,Imperial College London,SPECIALIZATION,4.7,Beginner,16k,statistical analysis r public health,statistical analysis with r for public health,"['analysis public health', 'statistical analysis', 'statistical analysis public', 'public health', 'statistical', 'analysis', 'analysis public', 'health', 'public']"
752,127,Statistics with Python,University of Michigan,SPECIALIZATION,4.6,Beginner,34k,statistics python,statistics with python,"['statistics python', 'statistics', 'python']"
753,84,Statistics with R,Duke University,SPECIALIZATION,4.7,Beginner,220k,statistics r,statistics with r,['statistics']
754,657,Stories of Infection,Stanford University,COURSE,4.9,Intermediate,28k,stories infection,stories of infection,"['stories infection', 'infection', 'stories']"
755,648,Strategic Business Analytics,ESSEC Business School,SPECIALIZATION,4.3,Advanced,60k,strategic business analytics,strategic business analytics,"['strategic business analytics', 'business analytics', 'analytics', 'strategic business', 'business', 'strategic']"
756,822,Strategic Business Management - Microeconomics,"University of California, Irvine",COURSE,4.7,Beginner,9.5k,strategic business management  microeconomics,strategic business management - microeconomics,"['business management microeconomics', 'strategic business management', 'management microeconomics', 'strategic business', 'business management', 'microeconomics', 'business', 'management', 'strategic']"
757,93,Strategic Leadership and Management,University of Illinois at Urbana-Champaign,SPECIALIZATION,4.7,Beginner,100k,strategic leadership management,strategic leadership and management,"['strategic leadership management', 'strategic leadership', 'leadership management', 'leadership', 'management', 'strategic']"
758,801,Strategic Management,Copenhagen Business School,COURSE,4.7,Mixed,58k,strategic management,strategic management,"['strategic management', 'management', 'strategic']"
759,202,Strategic Management and Innovation,Copenhagen Business School,SPECIALIZATION,4.7,Beginner,68k,strategic management innovation,strategic management and innovation,"['strategic management innovation', 'management innovation', 'strategic management', 'innovation', 'management', 'strategic']"
760,592,Strategic Sales Management,Fundação Instituto de Administração,SPECIALIZATION,4.5,Intermediate,9.2k,strategic sales management,strategic sales management,"['strategic sales management', 'strategic sales', 'sales management', 'sales', 'management', 'strategic']"
761,798,Strategising: Management for Global Competitive Advantage,Macquarie University,SPECIALIZATION,4.8,Intermediate,30k,strategising management global competitive advantage,strategising: management for global competitive advantage,"['strategising management global', 'management global competitive', 'strategising management', 'global competitive advantage', 'strategising', 'competitive advantage', 'management global', 'global competitive', 'management', 'global']"
762,749,Strategy and Sustainability,IESE Business School,COURSE,4.6,Beginner,11k,strategy sustainability,strategy and sustainability,"['strategy sustainability', 'sustainability', 'strategy']"
763,189,Structuring Machine Learning Projects,deeplearning.ai,COURSE,4.8,Beginner,220k,structuring machine learning projects,structuring machine learning projects,"['structuring machine learning', 'machine learning projects', 'learning projects', 'machine learning', 'projects', 'structuring', 'structuring machine', 'learning', 'machine']"
764,455,Success,University of Pennsylvania,COURSE,4.8,Beginner,38k,success,success,['success']
765,40,Successful Negotiation: Essential Strategies and Skills,University of Michigan,COURSE,4.8,Mixed,750k,successful negotiation essential strategies skills,successful negotiation: essential strategies and skills,"['successful negotiation essential', 'negotiation essential strategies', 'successful negotiation', 'negotiation essential', 'negotiation', 'essential strategies skills', 'essential strategies', 'strategies skills', 'strategies', 'successful']"
766,588,Summary Statistics in Public Health,Johns Hopkins University,COURSE,4.8,Beginner,11k,summary statistics public health,summary statistics in public health,"['statistics public health', 'summary statistics', 'summary statistics public', 'statistics public', 'statistics', 'public health', 'summary', 'health', 'public']"
767,483,Supply Chain Analytics,Rutgers the State University of New Jersey,COURSE,4.7,Beginner,7.9k,supply chain analytics,supply chain analytics,"['supply chain analytics', 'chain analytics', 'supply chain', 'analytics', 'supply', 'chain']"
768,432,Supply Chain Finance and Blockchain Technology,New York Institute of Finance,SPECIALIZATION,4.6,Intermediate,4.9k,supply chain finance blockchain technology,supply chain finance and blockchain technology,"['finance blockchain technology', 'finance blockchain', 'chain finance blockchain', 'supply chain finance', 'blockchain technology', 'chain finance', 'supply chain', 'blockchain', 'finance', 'chain']"
769,384,Supply Chain Logistics,Rutgers the State University of New Jersey,COURSE,4.7,Beginner,66k,supply chain logistics,supply chain logistics,"['supply chain logistics', 'supply chain', 'chain logistics', 'logistics', 'supply', 'chain']"
770,50,Supply Chain Management,Rutgers the State University of New Jersey,SPECIALIZATION,4.7,Beginner,82k,supply chain management,supply chain management,"['supply chain management', 'supply chain', 'chain management', 'management', 'supply', 'chain']"
771,760,Supply Chain Operations,Rutgers the State University of New Jersey,COURSE,4.8,Beginner,24k,supply chain operations,supply chain operations,"['supply chain operations', 'supply chain', 'operations', 'supply', 'chain operations', 'chain']"
772,306,Supply Chain Principles,Georgia Institute of Technology,COURSE,4.6,Mixed,29k,supply chain principles,supply chain principles,"['supply chain principles', 'supply chain', 'chain principles', 'supply', 'principles', 'chain']"
773,328,Supporting children with difficulties in reading and writing,UCL Institute of Education,COURSE,4.8,Mixed,50k,supporting children difficulties reading writing,supporting children with difficulties in reading and writing,"['supporting children difficulties', 'children difficulties reading', 'children difficulties', 'difficulties reading writing', 'supporting children', 'difficulties reading', 'reading writing', 'writing', 'reading', 'supporting']"
774,344,Survey Data Collection and Analytics,"University of Maryland, College Park",SPECIALIZATION,4.3,Beginner,45k,survey data collection analytics,survey data collection and analytics,"['survey data collection', 'survey data', 'data collection analytics', 'data collection', 'survey', 'collection analytics', 'analytics', 'data', 'collection']"
